"";"scenario";"ID";"station";"deficit30";"duration30";"count30";"intensity30"
"708";"historical";20;21009;121,271454368342;45;7;2,65751908769194
"709";"rcp8p5";20;21009;186,863417241175;61;8;3,04007728700393
"710";"rcp8p5";7;21012;0,0569216058595024;0;0;0,0742455728602205
"711";"historical";16;21012;9,0778255018202;39;8;0,231380429103319
"712";"rcp8p5";16;21012;8,49796851931588;37;7;0,228644892896391
"713";"historical";17;21012;15,8134093499348;53;8;0,294111767202754
"714";"rcp8p5";17;21012;23,3659261216745;72;9;0,321992551056608
"715";"historical";18;21012;11,6564200311093;47;8;0,244028332821549
"716";"rcp8p5";18;21012;12,192482883819;49;9;0,248826181302428
"717";"historical";19;21012;10,3122281689936;41;7;0,248088889390384
"718";"rcp8p5";19;21012;7,44383073825972;30;6;0,243527723170983
"719";"historical";20;21012;8,24543870791065;38;7;0,216226539543111
"720";"rcp8p5";20;21012;12,290254781879;52;8;0,23589740464259
"721";"historical";16;21013;4,22319037998169;36;8;0,114864652220717
"722";"rcp8p5";16;21013;3,37013416225534;29;6;0,112588000966214
"723";"historical";17;21013;7,18470193920084;49;8;0,143982002789596
"724";"rcp8p5";17;21013;10,2044106419135;64;8;0,158453581396172
"725";"historical";18;21013;5,19515641928142;44;8;0,11762618307807
"726";"rcp8p5";18;21013;5,5377455846237;44;9;0,123518488876365
"727";"historical";19;21013;4,68620685513013;37;7;0,125973302557262
"728";"rcp8p5";19;21013;3,27081568901533;27;6;0,119956565611809
"729";"historical";20;21013;3,50798412598335;34;7;0,100515304469437
"730";"rcp8p5";20;21013;5,05893674942946;47;9;0,107408423554766
"731";"historical";1;21017;0,0389095432915444;1;0;0,0277925309225317
"732";"rcp8p5";1;21017;0,18981181559929;6;0;0,0290528289182587
"733";"historical";2;21017;0,121592776692727;3;0;0,0337757713035352
"734";"rcp8p5";2;21017;0,767098705589817;15;0;0,0511399137059878
"735";"historical";3;21017;0,0992106481374781;3;0;0,0256579262424512
"736";"rcp8p5";3;21017;0,108304829204662;5;0;0,0212362410205219
"737";"historical";4;21017;0,134252655268279;3;0;0,0366143605277124
"738";"rcp8p5";4;21017;0,0132705074310798;0;0;0,0173093575187998
"739";"historical";5;21017;0,0522438887770193;1;0;0,030140705063665
"740";"rcp8p5";5;21017;0,781409439483622;14;0;0,0536436686144363
"741";"historical";11;21017;0,188691883329629;4;0;0,0382483547289788
"742";"rcp8p5";11;21017;0,135442277139908;3;0;0,0362791813767612
"743";"historical";12;21017;0,216122935432144;7;1;0,0294713093771105
"744";"rcp8p5";12;21017;0,829113384487129;20;1;0,0414556692243565
"745";"historical";13;21017;0,255378841428832;6;1;0,038116244989378
"746";"rcp8p5";13;21017;0,0826531293009842;3;0;0,0229592025836067
"747";"historical";14;21017;0,288785237859147;7;0;0,0393798051626109
"748";"rcp8p5";14;21017;0,0375082560139576;1;0;0,0239414400089091
"749";"historical";15;21017;0,0750939726636346;3;0;0,0225281917990904
"750";"rcp8p5";15;21017;0,274056538811565;8;1;0,0331520006626894
"751";"historical";16;21017;1,49295495751661;27;5;0,0550905888382514
"752";"rcp8p5";16;21017;1,28587049775174;24;5;0,0515723461665135
"753";"historical";17;21017;2,58480583244494;37;6;0,0680809262276982
"754";"rcp8p5";17;21017;4,11926990938792;56;7;0,0725223575596465
"755";"historical";18;21017;1,78364896187777;32;6;0,0555653882204913
"756";"rcp8p5";18;21017;1,90367498234261;32;6;0,0580979140084214
"757";"historical";19;21017;1,56194261864651;27;5;0,0572140153350372
"758";"rcp8p5";19;21017;1,10186429608956;20;4;0,0541013566001418
"759";"historical";20;21017;1,40742124187441;27;6;0,0513657387545404
"760";"rcp8p5";20;21017;2,13064826269684;39;7;0,054585352588305
"761";"rcp8p5";7;21021;0,271160308239388;0;0;0,369764056690075
"762";"historical";16;21021;80,9763895078224;40;8;2,01100305069095
"763";"rcp8p5";16;21021;79,9468857609942;39;7;2,00033909326925
"764";"historical";17;21021;134,84297714866;53;7;2,52988700091295
"765";"rcp8p5";17;21021;213,24257718996;75;9;2,82565252460194
"766";"historical";18;21021;105,451298165919;49;8;2,13897156523163
"767";"rcp8p5";18;21021;117,927608173472;53;9;2,20014194353493
"768";"historical";19;21021;94,4055627699858;42;7;2,19718144538369
"769";"rcp8p5";19;21021;72,0623876872044;34;7;2,09280893573682
"770";"historical";20;21021;70,4773581161945;38;7;1,85466731884722
"771";"rcp8p5";20;21021;117,817615005637;56;8;2,06939604810837
"772";"rcp8p5";7;21022;0,300860418541659;1;0;0,167144676967588
"773";"historical";16;21022;6,93472789450477;37;8;0,18362033259942
"774";"rcp8p5";16;21022;5,76642372116878;30;7;0,188035556125069
"775";"historical";17;21022;13,4729766258342;53;9;0,249807972048842
"776";"rcp8p5";17;21022;19,7658956343811;71;10;0,277351201604974
"777";"historical";18;21022;9,14843305630783;46;9;0,196177978333978
"778";"rcp8p5";18;21022;10,5383040199403;50;10;0,206903874737047
"779";"historical";19;21022;8,55019589272711;41;8;0,208371955143634
"780";"rcp8p5";19;21022;6,31652130911557;30;6;0,205749879775752
"781";"historical";20;21022;5,25487982199741;32;8;0,159399792376059
"782";"rcp8p5";20;21022;8,28671034524148;47;9;0,173241331259404
"783";"historical";16;22001;8,01292830286233;39;8;0,201836984958749
"784";"rcp8p5";16;22001;7,03589004495061;35;7;0,19988323991337
"785";"historical";17;22001;14,7158655965225;55;8;0,264991577368352
"786";"rcp8p5";17;22001;21,0917316249628;73;10;0,286183604137894
"787";"historical";18;22001;10,8628403558587;50;9;0,215961040871942
"788";"rcp8p5";18;22001;11,4777630099524;50;9;0,22623711583349
"789";"historical";19;22001;9,69337309829462;42;8;0,22718843199128
"790";"rcp8p5";19;22001;7,01196192481551;32;7;0,218441181458427
"791";"historical";20;22001;7,03499672463442;37;7;0,185947049990337
"792";"rcp8p5";20;22001;10,7511695354157;52;9;0,206753260296455
"793";"historical";16;22009;5,81045228174505;39;8;0,148478337693655
"794";"rcp8p5";16;22009;5,18196752359972;34;7;0,15093109292038
"795";"historical";17;22009;10,7581028642993;54;8;0,197155214373231
"796";"rcp8p5";17;22009;15,3628961786665;72;9;0,213373558037035
"797";"historical";18;22009;7,88598099911813;49;9;0,160284166648742
"798";"rcp8p5";18;22009;8,22610957978164;49;9;0,167537873315308
"799";"historical";19;22009;7,00525359175698;41;8;0,169892973122643
"800";"rcp8p5";19;22009;5,05332854262551;30;6;0,165864175359699
"801";"historical";20;22009;5,25264305126469;37;7;0,139946084847194
"802";"rcp8p5";20;22009;7,73910929949472;50;9;0,152244773104814
"803";"rcp8p5";7;23001;1,69593753761771;2;0;0,660754884786121
"804";"historical";16;23001;66,7876591578061;46;8;1,42303251046462
"805";"rcp8p5";16;23001;67,5479250855888;46;7;1,46843315403454
"806";"historical";17;23001;117,513186888926;63;8;1,84769161775041
"807";"rcp8p5";17;23001;170,728793749875;82;9;2,07278988769577
"808";"historical";18;23001;90,418671512022;57;9;1,57615348364942
"809";"rcp8p5";18;23001;93,4241389682428;58;9;1,60891169290889
"810";"historical";19;23001;82,5372041267675;49;8;1,65405218690917
"811";"rcp8p5";19;23001;59,1663628267755;38;7;1,52753088193052
"812";"historical";20;23001;63,2948652066797;45;8;1,38906068485764
"813";"rcp8p5";20;23001;94,6576146064475;61;9;1,52755698665596
"814";"rcp8p5";7;23004;0,617477657624685;2;0;0,28498968813447
"815";"historical";16;23004;23,3327188511991;45;9;0,518504863359979
"816";"rcp8p5";16;23004;22,9622925482425;44;8;0,51872648828861
"817";"historical";17;23004;42,1617346711885;62;8;0,674947726860008
"818";"rcp8p5";17;23004;61,7669242467455;80;9;0,764126897897882
"819";"historical";18;23004;31,3602424780459;56;9;0,559338450856943
"820";"rcp8p5";18;23004;32,3141837056855;55;10;0,584343285817097
"821";"historical";19;23004;28,6551519497068;48;8;0,586794920471811
"822";"rcp8p5";19;23004;20,9579904464769;37;7;0,556406826012661
"823";"historical";20;23004;21,0256074450914;42;8;0,49784390162016
"824";"rcp8p5";20;23004;31,8571903485098;58;10;0,544567356384783
"825";"rcp8p5";7;23006;0,0324307205356701;0;0;0,0810768013391752
"826";"historical";16;23006;11,9358473385007;41;9;0,284865091610996
"827";"rcp8p5";16;23006;11,7218264181133;41;8;0,284050720955896
"828";"historical";17;23006;22,0290950773049;58;8;0,375923124186091
"829";"rcp8p5";17;23006;32,8384444716967;79;9;0,414976130644861
"830";"historical";18;23006;15,6868978077549;51;10;0,302252366238052
"831";"rcp8p5";18;23006;16,6538793188888;52;9;0,318429814892712
"832";"historical";19;23006;14,1711493158736;44;8;0,319409826804064
"833";"rcp8p5";19;23006;10,9436927375156;35;7;0,307983848147719
"834";"historical";20;23006;10,2263097944527;38;8;0,269113415643492
"835";"rcp8p5";20;23006;16,7294121733511;56;10;0,295572653239418
"836";"rcp8p5";7;23011;0,0464938879511456;1;0;0,0278963327706873
"837";"historical";16;23011;2,36634422779271;45;8;0,0515543404747867
"838";"rcp8p5";16;23011;2,21136840087185;44;8;0,0498430142946323
"839";"historical";17;23011;3,87020196692164;57;7;0,0678982801214323
"840";"rcp8p5";17;23011;5,78964394077765;78;8;0,0739418127813237
"841";"historical";18;23011;2,98799150627094;54;9;0,0547251191624715
"842";"rcp8p5";18;23011;3,14948028748016;56;9;0,0553511474073842
"843";"historical";19;23011;2,66845226554605;47;8;0,0567755801180011
"844";"rcp8p5";19;23011;1,9608882079733;36;7;0,0534301964025421
"845";"historical";20;23011;2,18408065994378;45;8;0,0482492045642956
"846";"rcp8p5";20;23011;3,2241103594189;60;9;0,0529120956140957
"847";"historical";16;24009;10,5947531107172;33;7;0,320083175550369
"848";"rcp8p5";16;24009;12,0099116765966;36;7;0,33085156133875
"849";"historical";17;24009;22,3591004460451;52;7;0,423467811478126
"850";"rcp8p5";17;24009;35,7001357386416;76;10;0,464643849092949
"851";"historical";18;24009;15,9615758676105;45;8;0,350290618894159
"852";"rcp8p5";18;24009;17,9396291833208;47;9;0,375830220320967
"853";"historical";19;24009;14,2024018488202;39;7;0,359554477185322
"854";"rcp8p5";19;24009;11,2104623982937;31;7;0,354761468300433
"855";"historical";20;24009;9,92606522065578;32;7;0,302931797171591
"856";"rcp8p5";20;24009;16,8250554718975;50;10;0,334272625269487
"857";"rcp8p5";7;25001;3,17374270550588;7;0;0,447006014859983
"858";"historical";16;25001;41,1608536750186;54;9;0,758492389588796
"859";"rcp8p5";16;25001;46,3090339246435;56;8;0,824004162360204
"860";"historical";17;25001;75,2607443691089;75;8;0,999478676880596
"861";"rcp8p5";17;25001;100,563250740765;92;8;1,08599622830199
"862";"historical";18;25001;68,1977098740947;74;9;0,914178416542824
"863";"rcp8p5";18;25001;59,5320435804172;65;8;0,90611938478565
"864";"historical";19;25001;59,3575565789703;63;8;0,933294914763684
"865";"rcp8p5";19;25001;41,8265537242831;50;7;0,826067552158323
"866";"historical";20;25001;38,2192311823726;55;8;0,694053835030979
"867";"rcp8p5";20;25001;55,0815810578054;75;9;0,731171429970868
"868";"rcp8p5";7;25005;1,48492896709858;8;0;0,171337957742143
"869";"rcp8p5";8;25005;0,0138751241421334;0;0;0,0832507448528005
"870";"rcp8p5";10;25005;0,222693728370862;1;0;0,175810838187523
"871";"historical";16;25005;2,39667864354441;44;13;0,0542234987227242
"872";"rcp8p5";16;25005;1,38638134673662;28;9;0,0481382412061325
"873";"historical";17;25005;3,40311132062458;45;8;0,0740343289475979
"874";"rcp8p5";17;25005;6,7475835894229;82;12;0,0815910953981003
"875";"historical";18;25005;3,0642333875419;51;12;0,0591170428464676
"876";"rcp8p5";18;25005;3,75488259265737;58;14;0,0641129640180542
"877";"historical";19;25005;2,44954575278538;42;12;0,0573664110722571
"878";"rcp8p5";19;25005;1,84289385421754;34;11;0,0534172131657257
"879";"historical";20;25005;1,92692983984644;36;11;0,0523148372808989
"880";"rcp8p5";20;25005;3,00042165053347;55;15;0,0544541134398089
"881";"historical";16;27002;30,9781460766005;55;9;0,560521340348622
"882";"rcp8p5";16;27002;35,4223761615301;57;8;0,620356850464625
"883";"historical";17;27002;53,4366138932729;70;7;0,763380198475328
"884";"rcp8p5";17;27002;73,4214401782474;90;8;0,808606169363958
"885";"historical";18;27002;49,0794989200519;70;9;0,699470293397414
"886";"rcp8p5";18;27002;42,5815536257484;65;9;0,653759779310365
"887";"historical";19;27002;37,7264623326994;57;8;0,652330760795954
"888";"rcp8p5";19;27002;26,1923383971848;45;7;0,571469201393123
"889";"historical";20;27002;31,0260506113228;56;8;0,553707030541156
"890";"rcp8p5";20;27002;44,1046078068383;73;9;0,60169997007965
"891";"rcp8p5";7;27007;4,40611740373227;5;0;0,805997086048586
"892";"historical";16;27007;40,5042875650052;52;9;0,777931259251061
"893";"rcp8p5";16;27007;46,4037340691615;55;9;0,834599533618013
"894";"historical";17;27007;72,9540819503731;67;8;1,07601890782261
"895";"rcp8p5";17;27007;104,457217268713;89;9;1,16235775892485
"896";"historical";18;27007;61,425926481461;66;9;0,918175283728864
"897";"rcp8p5";18;27007;61,6573924721482;65;9;0,943254346845715
"898";"historical";19;27007;50,1447172236794;56;9;0,886471135362629
"899";"rcp8p5";19;27007;36,4157951230403;43;7;0,830778595962897
"900";"historical";20;27007;40,2258129854604;53;9;0,758977603499253
"901";"rcp8p5";20;27007;60,1493378081894;73;9;0,823587464283744
"902";"rcp8p5";7;27009;11,2880883812926;8;0;1,28273731605598
"903";"rcp8p5";8;27009;0,025992092912195;0;0;0,15595255747317
"904";"historical";16;27009;72,6533057678688;48;8;1,48981488245801
"905";"rcp8p5";16;27009;86,0933246649716;52;8;1,65564085894176
"906";"historical";17;27009;129,72024160816;66;8;1,93901706439701
"907";"rcp8p5";17;27009;188,29279285543;89;9;2,10148206311864
"908";"historical";18;27009;119,108292038381;64;8;1,85623312267607
"909";"rcp8p5";18;27009;114,261722222103;63;9;1,79845313046332
"910";"historical";19;27009;96,3738345176941;53;7;1,78690669686701
"911";"rcp8p5";19;27009;72,9309230239878;45;7;1,60053232678832
"912";"historical";20;27009;73,8509793941781;49;8;1,47997954697752
"913";"rcp8p5";20;27009;110,802876188458;69;9;1,59581674779344
"914";"historical";1;27021;0,551745139982903;1;0;0,285385417232536
"915";"rcp8p5";1;27021;1,95057242919721;6;1;0,301634911731527
"916";"historical";2;27021;3,61382291012341;8;1;0,418589526269121
"917";"rcp8p5";2;27021;16,0471031997429;26;2;0,610930324863309
"918";"historical";3;27021;1,67119982643585;5;0;0,309481449339973
"919";"rcp8p5";3;27021;1,35362689608754;5;0;0,263693551185884
"920";"historical";4;27021;0,822757869667492;2;0;0,304725136913886
"921";"rcp8p5";4;27021;0,106351349359738;0;0;0,167923183199587
"922";"historical";5;27021;0,859537602149567;3;0;0,218526509021076
"923";"rcp8p5";5;27021;5,86156168034338;15;2;0,373347877728878
"924";"rcp8p5";12;27021;0,0450870947564865;0;0;0,112717736891216
"925";"historical";16;27021;14,6270175016549;33;6;0,442795686225679
"926";"rcp8p5";16;27021;24,1425404580225;41;5;0,581747962843916
"927";"historical";17;27021;34,6479491242056;54;6;0,640837530040794
"928";"rcp8p5";17;27021;71,6187736580761;73;6;0,976619640791947
"929";"historical";18;27021;31,6364093109742;48;6;0,648730197764338
"930";"rcp8p5";18;27021;30,9874420948299;43;5;0,709636078507554
"931";"historical";19;27021;18,3673454120308;34;5;0,525782788512331
"932";"rcp8p5";19;27021;11,4891618223075;25;4;0,458344221634606
"933";"historical";20;27021;16,3828158110627;36;6;0,44518521225714
"934";"rcp8p5";20;27021;32,4074196977579;57;8;0,563934217478386
"935";"rcp8p5";7;27034;2,50690351847862;5;0;0,479026150027762
"936";"historical";16;27034;13,907296482473;42;8;0,325952261307961
"937";"rcp8p5";16;27034;15,3222750921091;45;7;0,334547491094086
"938";"historical";17;27034;26,3452510606868;60;7;0,434023905447888
"939";"rcp8p5";17;27034;36,7968090391697;78;8;0,469347054071042
"940";"historical";18;27034;21,2179251956485;56;8;0,37465435895789
"941";"rcp8p5";18;27034;20,2388817038008;52;9;0,383312153481075
"942";"historical";19;27034;16,9200836023968;46;7;0,366764817971029
"943";"rcp8p5";19;27034;11,9634988609879;34;6;0,347776129679882
"944";"historical";20;27034;13,5405748351027;43;8;0,314653172000838
"945";"rcp8p5";20;27034;20,29908451204;59;9;0,343083118513351
"946";"rcp8p5";7;27035;3,54174090265001;9;0;0,393526766961112
"947";"historical";16;27035;6,75577552850233;49;9;0,136480313707118
"948";"rcp8p5";16;27035;7,67884538161045;52;8;0,147575503810579
"949";"historical";17;27035;11,7654832889178;64;7;0,183548881262368
"950";"rcp8p5";17;27035;16,56985124825;84;9;0,195552925825138
"951";"historical";18;27035;9,92786826412606;62;9;0,159869054172722
"952";"rcp8p5";18;27035;9,35990713852936;58;9;0,160180955023321
"953";"historical";19;27035;7,67650750928073;51;8;0,149348395122193
"954";"rcp8p5";19;27035;5,56430384455866;39;7;0,14230956124191
"955";"historical";20;27035;6,6598179092988;49;9;0,135729984564514
"956";"rcp8p5";20;27035;9,66244329770956;67;9;0,143359692844356
"957";"rcp8p5";6;27041;0,0638596772318037;0;0;0,147368485919547
"958";"rcp8p5";7;27041;2,41636680415211;8;0;0,302045850519014
"959";"rcp8p5";8;27041;0,0458626213425776;0;0;0,125079876388848
"960";"rcp8p5";10;27041;0,477649856338797;1;0;0,251394661230946
"961";"historical";16;27041;15,4196634004485;30;6;0,501180825583374
"962";"rcp8p5";16;27041;17,1504050889666;32;6;0,533173215201034
"963";"historical";17;27041;30,3334813982584;49;6;0,617370720453021
"964";"rcp8p5";17;27041;48,6107218574819;67;8;0,717677980179358
"965";"historical";18;27041;29,0426143052613;48;7;0,604634579568243
"966";"rcp8p5";18;27041;22,6826795120296;40;6;0,558686687488414
"967";"historical";19;27041;22,3751680404345;38;6;0,585226714222349
"968";"rcp8p5";19;27041;13,5201311083751;28;5;0,482287673307078
"969";"historical";20;27041;15,3361548590375;32;6;0,47091570703288
"970";"rcp8p5";20;27041;24,4304377433;46;8;0,52276257653281
"971";"historical";16;27042;0,941525402736649;27;8;0,0337464302056147
"972";"rcp8p5";16;27042;0,651620927202485;21;6;0,0305925317935439
"973";"historical";17;27042;1,73257895377913;38;7;0,0451977118377165
"974";"rcp8p5";17;27042;3,18418525791555;66;10;0,0477627788687333
"975";"historical";18;27042;1,38501526302126;36;8;0,0384015322464306
"976";"rcp8p5";18;27042;1,43031263375838;36;8;0,0395113987226073
"977";"historical";19;27042;1,18557527047478;32;8;0,0364418628219706
"978";"rcp8p5";19;27042;0,752020631360044;21;6;0,0346021762895726
"979";"historical";20;27042;0,796058005734073;25;6;0,0317576332074763
"980";"rcp8p5";20;27042;1,26109995433747;36;9;0,0346139054255482
"981";"rcp8p5";7;27043;3,35515180180381;6;0;0,505801779166404
"982";"historical";16;27043;18,6113776139445;51;9;0,364690612944699
"983";"rcp8p5";16;27043;20,832889395846;53;8;0,388673309623993
"984";"historical";17;27043;32,8356757991595;66;8;0,496257064974703
"985";"rcp8p5";17;27043;45,507156520462;86;9;0,523873636075925
"986";"historical";18;27043;27,381255361465;64;9;0,425615368312928
"987";"rcp8p5";18;27043;26,0531954000689;61;9;0,425474067502486
"988";"historical";19;27043;21,3393788635841;54;8;0,394686415479361
"989";"rcp8p5";19;27043;15,5269106929286;40;7;0,379013279729746
"990";"historical";20;27043;18,6550549806508;51;9;0,359673296542111
"991";"rcp8p5";20;27043;26,989444559058;70;9;0,384100254635551
"992";"historical";16;27055;2,19717475104907;33;8;0,0651336388650909
"993";"rcp8p5";16;27055;1,91719499045942;30;7;0,0623140300257668
"994";"historical";17;27055;3,90809918586505;47;7;0,0830921159290939
"995";"rcp8p5";17;27055;6,00754129009683;70;10;0,0848123476248964
"996";"historical";18;27055;2,95623406725341;41;8;0,0711203063493201
"997";"rcp8p5";18;27055;2,77396625157723;38;7;0,0725536072775213
"998";"historical";19;27055;2,29446159668298;37;8;0,0618453260561451
"999";"rcp8p5";19;27055;1,60462435598588;25;6;0,0640995082284639
"1000";"historical";20;27055;2,03492645555082;31;7;0,0647378511840135
"1001";"rcp8p5";20;27055;2,98632336497648;45;9;0,0660691009950548
"1002";"historical";7;27071;0,00141595885313723;0;0;0,0084957531188234
"1003";"rcp8p5";7;27071;10,7558358712815;10;0;1,05795106930638
"1004";"historical";8;27071;0,0314514427181817;0;0;0,104838142393939
"1005";"rcp8p5";8;27071;0,0103811330703605;0;0;0,0519056653518025
"1006";"rcp8p5";9;27071;0,00192490344850502;0;0;0,0144367758637877
"1007";"rcp8p5";10;27071;0,447221096670938;1;0;0,25314401698355
"1008";"historical";16;27071;32,5162940433207;39;7;0,81494471286518
"1009";"rcp8p5";16;27071;37,8629391971048;45;7;0,835211894053783
"1010";"historical";17;27071;61,8630463485132;62;7;0,987701644734111
"1011";"rcp8p5";17;27071;87,6033467126181;80;8;1,0841998355522
"1012";"historical";18;27071;58,0953322359281;60;9;0,963971220728896
"1013";"rcp8p5";18;27071;50,8515933986594;54;8;0,929079051132633
"1014";"historical";19;27071;46,7153966527327;49;7;0,947573968615269
"1015";"rcp8p5";19;27071;33,3636696988347;40;6;0,827198422285159
"1016";"historical";20;27071;31,3593515329127;42;7;0,734411042925355
"1017";"rcp8p5";20;27071;45,2665816352062;59;9;0,76206366389236
"1018";"rcp8p5";7;28008;9,70427560347663;10;0;0,945221649689282
"1019";"historical";16;28008;13,2552260306278;47;10;0,282026085758038
"1020";"rcp8p5";16;28008;13,0510333237715;44;8;0,290237953827386
"1021";"historical";17;28008;24,7595764821142;63;9;0,38950566044228
"1022";"rcp8p5";17;28008;37,4545061770525;91;10;0,409637326034115
"1023";"historical";18;28008;19,0837248687106;56;9;0,33696983287894
"1024";"rcp8p5";18;28008;19,0066773914634;53;9;0,353722283960237
"1025";"historical";19;28008;13,0607815089558;43;8;0,298645918649904
"1026";"rcp8p5";19;28008;11,0906641341296;36;8;0,302197932810071
"1027";"historical";20;28008;12,6123657368592;44;10;0,283423949142903
"1028";"rcp8p5";20;28008;17,6370836961316;58;11;0,299780459424334
"1029";"historical";1;28009;3,00879216103582;1;0;1,55627180743232
"1030";"rcp8p5";1;28009;2,09430237958852;2;0;0,730570597530881
"1031";"historical";2;28009;12,4486744983744;6;0;2,06331621520018
"1032";"rcp8p5";2;28009;69,3339067009021;23;1;2,95877268993892
"1033";"historical";3;28009;2,52358831045728;2;0;1,02307634207728
"1034";"rcp8p5";3;28009;3,27738900293063;2;0;1,27690480633661
"1035";"historical";4;28009;1,38716231705907;1;0;1,26105665187188
"1036";"rcp8p5";4;28009;0,121319852699138;0;0;0,330872325543104
"1037";"historical";5;28009;3,9747031841617;3;0;1,20445551035203
"1038";"rcp8p5";5;28009;19,0766138109239;12;1;1,51803292925124
"1039";"rcp8p5";7;28009;1,61914509560395;1;0;0,97148705736237
"1040";"historical";16;28009;170,415299660223;50;7;3,37902114329589
"1041";"rcp8p5";16;28009;211,955843291834;54;6;3,8584194773999
"1042";"historical";17;28009;302,786243082177;67;6;4,49460034263499
"1043";"rcp8p5";17;28009;513,711407641599;89;7;5,73979226415195
"1044";"historical";18;28009;284,970550741267;65;7;4,35956987365528
"1045";"rcp8p5";18;28009;264,676878455996;59;7;4,4784581803045
"1046";"historical";19;28009;176,544623432698;49;6;3,60295149862649
"1047";"rcp8p5";19;28009;120,298844649392;36;5;3,31706373114134
"1048";"historical";20;28009;180,940560214417;53;7;3,36320743892968
"1049";"rcp8p5";20;28009;304,13145164305;76;8;3,9755745312817
"1050";"rcp8p5";7;28018;18,1324069307722;9;0;1,95673456087469
"1051";"historical";16;28018;31,3678454088681;52;11;0,592964941566506
"1052";"rcp8p5";16;28018;31,0993877176645;49;9;0,62240268947961
"1053";"historical";17;28018;58,4096074320075;68;9;0,856445856774304
"1054";"rcp8p5";17;28018;88,4805411066481;97;10;0,903477274744535
"1055";"historical";18;28018;45,5349717855152;62;10;0,725849709652209
"1056";"rcp8p5";18;28018;45,0382736738484;59;10;0,763360570743194
"1057";"historical";19;28018;30,5890086156641;47;9;0,643979128750824
"1058";"rcp8p5";19;28018;26,4049593626581;41;8;0,642977906558233
"1059";"historical";20;28018;28,9050087429492;48;11;0,593532007042077
"1060";"rcp8p5";20;28018;41,0767280863307;65;11;0,630656009513777
"1061";"historical";1;28022;3,34177139768484;1;0;1,69920579543297
"1062";"rcp8p5";1;28022;2,68246162836729;2;0;0,935742428500217
"1063";"historical";2;28022;13,8708702770775;6;0;2,22527330648302
"1064";"rcp8p5";2;28022;74,8659546930781;23;1;3,1903105693073
"1065";"historical";3;28022;3,12056031929221;2;0;1,12791336841887
"1066";"rcp8p5";3;28022;3,83714019395554;2;0;1,4571418458059
"1067";"historical";4;28022;1,65976186101642;1;0;1,27673989308955
"1068";"rcp8p5";4;28022;0,192558616306746;0;0;0,481396540766865
"1069";"historical";5;28022;4,80508599376651;3;0;1,37288171250472
"1070";"rcp8p5";5;28022;21,6175152338434;12;1;1,6977106204589
"1071";"rcp8p5";7;28022;2,3294671923519;1;0;1,2941484401955
"1072";"historical";16;28022;177,928231702263;49;7;3,58244761816636
"1073";"rcp8p5";16;28022;219,14163866424;53;6;4,08592241139042
"1074";"historical";17;28022;316,578181124055;66;6;4,77974103357908
"1075";"rcp8p5";17;28022;536,56919108143;89;7;6,02886731552169
"1076";"historical";18;28022;296,437983342447;63;7;4,6512235880091
"1077";"rcp8p5";18;28022;275,316164118975;57;7;4,82446549273905
"1078";"historical";19;28022;185,627825113625;47;6;3,89974422507615
"1079";"rcp8p5";19;28022;127,962046225374;35;5;3,61474706851339
"1080";"historical";20;28022;188,45253455562;51;6;3,64042243185357
"1081";"rcp8p5";20;28022;313,812691460504;73;8;4,26182921856729
"1082";"rcp8p5";6;28031;0,0178295745209222;0;0;0,0891478726046111
"1083";"rcp8p5";7;28031;5,90190946953019;13;0;0,431847034355868
"1084";"rcp8p5";8;28031;0,0725298593424875;0;0;0,181324648356219
"1085";"historical";16;28031;5,09675479886246;41;9;0,121447691791798
"1086";"rcp8p5";16;28031;4,98238791220788;40;8;0,121719574402473
"1087";"historical";17;28031;9,10136746778552;58;8;0,154872957477916
"1088";"rcp8p5";17;28031;13,7846868458457;81;9;0,169345047246262
"1089";"historical";18;28031;7,08752156566532;50;8;0,140346961696343
"1090";"rcp8p5";18;28031;6,79577744941823;48;9;0,140215490703265
"1091";"historical";19;28031;4,79457790651946;38;7;0,125075945387464
"1092";"rcp8p5";19;28031;4,15906939480762;33;8;0,124896978823052
"1093";"historical";20;28031;4,83585953013377;39;8;0,122737551526238
"1094";"rcp8p5";20;28031;6,68352588564091;54;10;0,122934259085976
"1095";"rcp8p5";6;28046;0,020320249049267;0;0;0,0870867816397156
"1096";"rcp8p5";7;28046;5,00867111339753;13;0;0,36207261060705
"1097";"rcp8p5";8;28046;0,0937160961723772;0;0;0,156193493620629
"1098";"historical";16;28046;3,45040091591071;40;9;0,0842931819847894
"1099";"rcp8p5";16;28046;3,28570002703602;39;8;0,0829024397065437
"1100";"historical";17;28046;6,04625912288031;57;8;0,104666920765383
"1101";"rcp8p5";17;28046;9,03789960705683;80;9;0,112926692299752
"1102";"historical";18;28046;4,57008392858658;48;8;0,0938415591085541
"1103";"rcp8p5";18;28046;4,38299955797171;46;9;0,0940557845058306
"1104";"historical";19;28046;3,09498269553185;37;7;0,0818778490881441
"1105";"rcp8p5";19;28046;2,62999358824799;31;7;0,0829650974210723
"1106";"historical";20;28046;3,17804012548761;39;9;0,0810724521808064
"1107";"rcp8p5";20;28046;4,4148623202493;53;10;0,0828822713438542
"1108";"rcp8p5";6;28050;0,000900961000460576;0;0;0,00450480500230288
"1109";"rcp8p5";7;28050;0,0798307576415931;2;0;0,0292063747469243
"1110";"historical";16;28050;3,59654380511155;60;11;0,0595454272369462
