"";"station";"variable";"p5";"p25";"p50";"p75";"p95"
"365";36007;"deficit30";-100;-78,6563487301077;-28,4942804309688;18,5999972601076;191,628598265686
"366";36007;"duration30";-12,5;-4,5;0;5;37,4
"367";36007;"count30";-3,1;-0,5;0;2;5,8
"368";36007;"intensity30";-100;-55,1839442336594;-10,0400580747249;1,75234361191571;10,5264580395244
"369";37005;"deficit30";-44,3051684640433;-20,8807513066448;4,85615354778285;38,082347327889;203,916190602114
"370";37005;"duration30";-17;-9;3;16;49,6
"371";37005;"count30";-2,6;-1;1;5;6,6
"372";37005;"intensity30";-10,6346860127873;-6,81631382443548;-3,3003320350179;4,25435938694892;30,9495133559127
"373";37011;"deficit30";-44,7638318658447;-21,2756445678931;10,5119806161754;44,4219299810833;208,081362518632
"374";37011;"duration30";-13,4;-7;5;11;47,8
"375";37011;"count30";-2,6;-1;2;3;6,2
"376";37011;"intensity30";-9,02428100149971;-6,20816951163202;-2,51614675940982;8,72212706441104;9,26734078952671
"377";37019;"deficit30";-75,0766088806228;-13,5041050184267;-2,68600900184811;40,0548964668244;Inf
"378";37019;"duration30";-9,2;-5;0;8;24,6
"379";37019;"count30";0;0;0;1;1,7
"380";37019;"intensity30";-71,3856539561869;-3,58143034708891;-0,902997828891898;8,23152568968086;Inf
"381";38001;"deficit30";-44,335162297286;9,13797057348477;78,1730608544741;988,840791064633;Inf
"382";38001;"duration30";-5,25;-0,5;3;8,25;21,5
"383";38001;"count30";-1,45;-0,25;0;0,25;1,9
"384";38001;"intensity30";-41,3522812250973;5,1372454901177;17,7557846484129;35,9825463186354;Inf
"385";38003;"deficit30";-21,1910879409604;-18,9240937534408;-3,85516006428114;20,9007468107598;63,2500609000663
"386";38003;"duration30";-7,6;-6;-2;11;26,2
"387";38003;"count30";-1;-1;-1;1;1,8
"388";38003;"intensity30";-7,54984968671424;-5,70201738919814;-4,64005121590719;-0,488220144353253;3,85309525316304
"389";39001;"deficit30";-16,7635735366081;0,386786466047388;43,5549103558034;Inf;Inf
"390";39001;"duration30";-7;-3,5;0;9;24,7
"391";39001;"count30";-1;-0,5;0;0,5;1
"392";39001;"intensity30";-4,19911150616782;5,36822413712364;12,7260077390181;Inf;Inf
"393";39007;"deficit30";-56,5913174731404;2,72398048376538;66,1530589914021;244,038119155358;Inf
"394";39007;"duration30";-3,3;-1;4;17;22,3
"395";39007;"count30";-0,3;0;0;1;1
"396";39007;"intensity30";-43,6816721119926;6,94135169642596;15,4693566882365;48,6104884406686;Inf
"397";39008;"deficit30";-14,7327360564427;-6,95409129145588;34,5927360428067;Inf;Inf
"398";39008;"duration30";-6,7;-4;0;8;24,1
"399";39008;"count30";-0,7;0;0;0,5;1
"400";39008;"intensity30";-1,01345964742473;0,277446329699022;5,10258550198415;Inf;Inf
"401";39016;"deficit30";-10,3743377039339;-7,03970641321057;-2,854149045097;26,0865449404208;62,8453319772155
"402";39016;"duration30";-8,4;-6;-2;13;29
"403";39016;"count30";-1;-1;0;0;0,8
"404";39016;"intensity30";-0,0965061672957874;0,662925098086536;1,28578252256822;6,69241102199208;14,6479229719143
"405";39020;"deficit30";-11,140693743333;5,74456347615739;Inf;Inf;Inf
"406";39020;"duration30";-5;0;3;9,5;28
"407";39020;"count30";-0,5;0;0;0,5;1,5
"408";39020;"intensity30";-6,66462611697527;2,03231908990562;Inf;Inf;Inf
"409";39034;"deficit30";-15,7793229415942;-3,58004757617131;0,107241682657245;18,3194535050734;56,8447738142495
"410";39034;"duration30";-9,2;-2;0;13;31,4
"411";39034;"count30";-1,6;0;0;1;1,8
"412";39034;"intensity30";-5,93719660333941;-2,23926226435266;-0,180966921188951;4,78912798584274;4,8585550073753
"413";39069;"deficit30";-12,9935016875743;-8,9461676026703;15,7346823213027;23,8844397954328;63,2188532870526
"414";39069;"duration30";-5,4;-3;4;12;26,4
"415";39069;"count30";-0,8;0;0;1;1,8
"416";39069;"intensity30";-4,25697815510623;-3,79086263143666;0,928823845589987;7,84535000856319;7,97673974214876
"417";39081;"deficit30";-17,8408494589516;-16,3342267232414;0,101317213700674;30,5149737451716;62,9377171080134
"418";39081;"duration30";-8,8;-8;-3;16;27,2
"419";39081;"count30";-1,8;-1;-1;0;1,6
"420";39081;"intensity30";-3,68958944363741;-1,22616488717595;2,9794259779717;4,19296575841729;11,4193248541062
"421";39090;"deficit30";-44,0257262126298;-9,23158551282909;25,0679203070512;72,9195179096291;385,259303887508
"422";39090;"duration30";-7,55;0;2,5;9,5;22,05
"423";39090;"count30";0;0;0;1;1
"424";39090;"intensity30";-37,6891999336306;-4,52767270921137;0,426153035798055;14,2875051960256;87,2070332574654
"425";39103;"deficit30";74,9689276702801;128,372082791731;Inf;Inf;Inf
"426";39103;"duration30";0;1;9;19,25;39,85
"427";39103;"count30";0;0;1,5;4;6
"428";39103;"intensity30";-11,0573490461923;11,8631736421935;Inf;Inf;Inf
"429";39105;"deficit30";73,5265517035961;91,5573055855289;635,777894014934;Inf;Inf
"430";39105;"duration30";0;2,25;10;20,25;41,3
"431";39105;"count30";0;0;1;3;4,55
"432";39105;"intensity30";-2,2694320700801;1,9168936491239;179,459905842694;Inf;Inf
"433";40003;"deficit30";-7,45670914545277;-0,458218516269648;0,287129395939969;19,5657972742063;67,2471492369725
"434";40003;"duration30";-6,8;-2;-2;11;27
"435";40003;"count30";-0,8;0;0;0;0
"436";40003;"intensity30";1,83773303296588;1,9429469870268;3,26075939547074;3,27525559114971;16,5935343591065
"437";40011;"deficit30";-37,0356415572265;5,71870956330458;89,9654725499892;135,238815154102;Inf
"438";40011;"duration30";-3,9;-2;3;20,25;23,8
"439";40011;"count30";-0,45;0;0;1;2
"440";40011;"intensity30";-16,1257761303172;4,06525071640943;24,227582258757;35,7923432858183;Inf
"441";40017;"deficit30";13,1472753207389;24,9940343302335;72,6380238692308;Inf;Inf
"442";40017;"duration30";1,4;3;8;17;26
"443";40017;"count30";0;0;0;2;2
"444";40017;"intensity30";-1,59819396716176;0,596694025246745;8,46509607765226;Inf;Inf
"445";40023;"deficit30";7,53990361854941;31,7550248645459;69,2602970492007;Inf;Inf
"446";40023;"duration30";0,35;1,75;4,5;12,25;27,7
"447";40023;"count30";0;0;0;1,25;2
"448";40023;"intensity30";-3,70200770487173;0,355710049380001;10,5451541777786;Inf;Inf
"449";41005;"deficit30";-11,2367990461927;12,3434204678646;79,8306653419125;211,886356111201;500,087182700383
"450";41005;"duration30";-4,2;1,75;7,5;21;35,6
"451";41005;"count30";0;0;0;1;1
"452";41005;"intensity30";-9,37040893775508;-2,69164590916413;6,86999980333694;38,3292668294043;65,4063286746256
"453";41011;"deficit30";-17,4817046558655;-8,87714225950866;10,7667298206409;21,2291643245055;59,6384658327354
"454";41011;"duration30";-7,8;-3;2;13;29
"455";41011;"count30";-0,8;0;0;1;1,8
"456";41011;"intensity30";-4,83410432743035;-3,54712133430556;-0,0919870438007611;5,64456890407949;10,9884055277227
"457";41022;"deficit30";-21,5148765672652;10,5274043844617;93,4802995834331;213,331635781735;Inf
"458";41022;"duration30";-4,5;3,5;10;17,5;47,5
"459";41022;"count30";-1,5;0;0;1;1
"460";41022;"intensity30";-9,25565176442375;-5,2534274594365;32,1707835037821;68,8631683418504;Inf
"461";42001;"deficit30";-22,3652975537986;5,63578385475156;42,2280946826379;160,661623644241;Inf
"462";42001;"duration30";-4;-0,5;7;12,5;19,5
"463";42001;"count30";-1;-1;0;1;1,5
"464";42001;"intensity30";-9,47832008946705;-1,5926570148579;5,68191441348927;22,0244724344945;Inf
"465";42003;"deficit30";-63,4129871839597;22,4809754999043;52,7639889897813;91,722916632495;Inf
"466";42003;"duration30";0;2,25;9;20;38,25
"467";42003;"count30";0;0;0;1;1
"468";42003;"intensity30";-64,5920983780261;0,97432185417914;8,74183508994804;13,2030911963819;Inf
"469";42004;"deficit30";-11,9706168061097;-6,92934395262915;11,972384305424;19,5701137296404;70,2378929335582
"470";42004;"duration30";-6,2;-3;4;13;29,8
"471";42004;"count30";-1,6;0;1;1;1,8
"472";42004;"intensity30";-2,25218311002047;-1,64651813143714;-1,53972955417551;4,55527110913214;18,4284949337651
"473";42010;"deficit30";-10,6627912317115;13,2466135348573;1628,11524263429;Inf;Inf
"474";42010;"duration30";-3,1;2,25;6,5;9,75;23,1
"475";42010;"count30";-0,55;0;0;0;1
"476";42010;"intensity30";-3,94723156008569;-0,450533433280325;303,537482654412;Inf;Inf
"477";42012;"deficit30";-10,9170238059661;10,6344157326185;1392,74553950797;28123,9776884907;Inf
"478";42012;"duration30";-5,1;3;6,5;11,25;23,9
"479";42012;"count30";0;0;0;0,75;1,55
"480";42012;"intensity30";-4,07579328219413;-0,547302625308131;246,354491269976;3938,90524940774;Inf
"481";43003;"deficit30";-10,2333728832142;-3,36307906077625;27,0900753757773;Inf;Inf
"482";43003;"duration30";-5,4;-3,5;0;8,5;24,1
"483";43003;"count30";-0,7;0;0;0,5;1
"484";43003;"intensity30";-2,09044231181201;2,2038328552819;4,42848033844164;Inf;Inf
"485";43005;"deficit30";-10,1893848178546;3,49686753105487;40,8743808611738;Inf;Inf
"486";43005;"duration30";-6,25;-0,75;1;4,25;24
"487";43005;"count30";-1;-0,25;0;0,25;1,65
"488";43005;"intensity30";-0,299863880195255;0,944069236372583;7,78807824947745;Inf;Inf
"489";43007;"deficit30";-13,4834718655985;-6,74569176432875;1,17731035474946;28,9480255500302;54,5731295146229
"490";43007;"duration30";-8,2;-5;-1;15;25,4
"491";43007;"count30";-0,8;0;0;0;1,6
"492";43007;"intensity30";-1,96113184668848;2,96950103736177;3,01204379940374;4,24889000070097;8,48871719089532
"493";43021;"deficit30";-9,9670554288345;-3,00036518958523;26,8504651277279;Inf;Inf
"494";43021;"duration30";-5,4;-3,5;0;6,5;22,8
"495";43021;"count30";-1;-0,5;0;0,5;1
"496";43021;"intensity30";-1,76766124277671;3,15454769445925;4,11252067942293;Inf;Inf
"497";45001;"deficit30";-1,50771514821703;10,6226263956892;47,3427412267044;Inf;Inf
"498";45001;"duration30";-3,4;0;1;9;22
"499";45001;"count30";-1;0;0;0;0,6
"500";45001;"intensity30";3,00563355725756;7,31732722287657;11,2413980784494;Inf;Inf
"501";45004;"deficit30";-66,3804443912126;-15,8614324601728;45,8590694590823;1062,67235093214;Inf
"502";45004;"duration30";-8,65;-0,75;3,5;16;23,3
"503";45004;"count30";-1,1;0;0;0;1
"504";45004;"intensity30";-61,7605054586547;-6,7536616316471;10,2325761345088;459,482874219254;Inf
"505";45005;"deficit30";-11,1729098479755;10,3751225154873;53,2664224914704;Inf;Inf
"506";45005;"duration30";-7,2;1;5;16;24,2
"507";45005;"count30";-0,6;0;0;0;1
"508";45005;"intensity30";-3,25594228508876;4,44341753953816;11,9413919596862;Inf;Inf
"509";45009;"deficit30";-2,01511529511751;20,9246763054951;555,220127892885;Inf;Inf
"510";45009;"duration30";-4;0;1;4;21
"511";45009;"count30";-0,5;0;0;0;0
"512";45009;"intensity30";2,80869906538784;8,24999860631379;121,766812517592;Inf;Inf
"513";45011;"deficit30";-38,2565350211162;15,2321492695045;92,8915908207269;Inf;Inf
"514";45011;"duration30";0;0;2;5;22,4
"515";45011;"count30";-0,4;0;0;0;1
"516";45011;"intensity30";-45,1971555051393;3,21932089705747;10,4586550992682;Inf;Inf
"517";46003;"deficit30";-33,1297630620959;21,3181068054075;3924,31222351258;Inf;Inf
"518";46003;"duration30";-0,899999999999999;0,5;2;5;18,4
"519";46003;"count30";0;0;0;0;1,3
"520";46003;"intensity30";-37,8509428351581;2,93562616211541;230,765388233911;Inf;Inf
"521";46006;"deficit30";-31,5862487577729;28,6006866514552;366,569372667053;Inf;Inf
"522";46006;"duration30";-0,899999999999999;1,5;4;6;21,8
"523";46006;"count30";-1;0;0;0;1
"524";46006;"intensity30";-42,7080419047799;4,60969000469804;51,5151102214991;Inf;Inf
"525";47001;"deficit30";-61,7842208316426;-0,323942001406817;75,786169030903;1581,87851784565;Inf
"526";47001;"duration30";-3,9;0;5;13;19
"527";47001;"count30";-0,3;0;0;0;0,299999999999999
"528";47001;"intensity30";-29,5330665776374;0,995915087954496;28,0053646969998;232,275454830017;Inf
"529";47014;"deficit30";-34,1317235735346;20,3753289114741;523,107531396977;Inf;Inf
"530";47014;"duration30";-0,35;0,25;2;3,75;22,8
"531";47014;"count30";0;0;0;0;0,35
"532";47014;"intensity30";-33,4398220837758;5,84994760168613;46,5914376068637;Inf;Inf
"533";48003;"deficit30";-35,6055851364333;29,7323262856199;206,259833863665;5724,31617215416;Inf
"534";48003;"duration30";0;1;3;8;27
"535";48003;"count30";0;0;0;1;2
"536";48003;"intensity30";-45,5868450514071;1,46825961338631;8,68981347337759;303,981109980195;Inf
"537";48004;"deficit30";-14,2132345352283;18,6659024489548;Inf;Inf;Inf
"538";48004;"duration30";-2,45;0;2,5;7,75;18,25
"539";48004;"count30";-0,45;0;0;0;1
"540";48004;"intensity30";-28,2939828251518;2,28587528319376;Inf;Inf;Inf
"541";48005;"deficit30";-5,02052068931698;30,1285739842726;Inf;Inf;Inf
"542";48005;"duration30";-2,8;0;3;5;19,4
"543";48005;"count30";-0,4;0;0;0;1
"544";48005;"intensity30";-0,442526342394512;6,25551517278171;Inf;Inf;Inf
"545";49001;"deficit30";-32,9986223317135;20,9503941121024;4123,33848033361;Inf;Inf
"546";49001;"duration30";-0,899999999999999;0,5;2;4,5;19,8
"547";49001;"count30";0;0;0;0;1
"548";49001;"intensity30";-37,2806413089771;3,1277896460928;251,944873361134;Inf;Inf
"549";50001;"deficit30";0,443427305966189;20,4099973668652;Inf;Inf;Inf
"550";50001;"duration30";-1,1;0;1;6;20,95
"551";50001;"count30";0;0;0;0;0,549999999999999
"552";50001;"intensity30";1,79497230437362;4,1155155158871;Inf;Inf;Inf
"553";50002;"deficit30";-42,8415198960289;31,7728751171305;207,805627104225;Inf;Inf
"554";50002;"duration30";-2,2;0;3;6;20,2
"555";50002;"count30";-0,3;0;0;0;1
"556";50002;"intensity30";-40,3071771519098;6,10991944894588;367,891164428479;Inf;Inf
"557";50006;"deficit30";-1,39684677662277;21,9369041410036;Inf;Inf;Inf
"558";50006;"duration30";-1,65;0,25;2,5;8,25;19,75
"559";50006;"count30";0;0;0;0;1
"560";50006;"intensity30";-0,0767899598730595;5,67815600334888;Inf;Inf;Inf
"561";50007;"deficit30";-1,41114548109751;19,4159563598754;Inf;Inf;Inf
"562";50007;"duration30";-2,65;0,25;2;10,75;19,75
"563";50007;"count30";-1;-0,75;0;0;1
"564";50007;"intensity30";1,5273707596703;6,88309229030719;Inf;Inf;Inf
"565";51001;"deficit30";-5,09769467134403;8,36655690334393;45,1655632809183;Inf;Inf
"566";51001;"duration30";-4,6;0;5;15;20,2
"567";51001;"count30";-1;0;0;0;1
"568";51001;"intensity30";1,81697395150825;5,81530602087337;9,24514543699703;Inf;Inf
"569";52005;"deficit30";-4,05084286311984;9,23983124006576;43,4611730345767;Inf;Inf
"570";52005;"duration30";-4,4;0;4;14;21
"571";52005;"count30";-1;0;0;0;0,6
"572";52005;"intensity30";1,67146785233939;7,09039253014116;8,13822148858788;Inf;Inf
"573";52010;"deficit30";-12,9490178374932;26,6414867376225;Inf;Inf;Inf
"574";52010;"duration30";-7,05;0,25;2;8,75;34,25
"575";52010;"count30";-1,1;0;0;0,75;1,55
"576";52010;"intensity30";-1,54536786532017;4,45259835782137;Inf;Inf;Inf
"577";53005;"deficit30";-7,2390121518061;10,7394644677123;Inf;Inf;Inf
"578";53005;"duration30";-4,65;0,25;2;8,75;24,45
"579";53005;"count30";-1,1;0;0;0,75;1,55
"580";53005;"intensity30";-0,70245836583418;1,53006155643893;Inf;Inf;Inf
"581";53017;"deficit30";-68,2224251234899;-4,47431243890114;48,7157381650956;1240,0634985444;Inf
"582";53017;"duration30";-11;0;5;17;26,5
"583";53017;"count30";-0,5;0;0;0;1
"584";53017;"intensity30";-56,1348956687317;-1,36776055970334;6,14629143625238;151,435458767774;Inf
"585";53018;"deficit30";-27,0606207613511;33,3214962419415;106,958382438474;258,768065503867;3704,43929320174
"586";53018;"duration30";-9,3;1,75;7,5;21;32,2
"587";53018;"count30";-1,55;0;0,5;1;1
"588";53018;"intensity30";-10,0542748446297;2,77670743141705;16,3544746658351;19,9081243934796;120,925022675094
"589";54001;"deficit30";-14,7534265729777;13,1783751330423;49,434047596588;Inf;Inf
"590";54001;"duration30";-3,9;1,5;3;11,75;23,65
"591";54001;"count30";-0,65;0;0;0,25;1
"592";54001;"intensity30";-9,46600346465767;4,88777160963234;12,2704182260484;Inf;Inf
"593";54002;"deficit30";-24,5245853475854;1,95647462456502;66,9375706011391;Inf;Inf
"594";54002;"duration30";-10,1;-4;0;11,5;27,6
"595";54002;"count30";-0,7;0;0;0,5;1
"596";54002;"intensity30";-4,43115863113588;8,52784831922471;16,5027799453974;Inf;Inf
"597";54005;"deficit30";-13,8809348395385;14,8032064307107;47,2409149229691;Inf;Inf
"598";54005;"duration30";-3,9;2,25;3,5;11,25;22,3
"599";54005;"count30";-1,65;-0,25;0;0;0
"600";54005;"intensity30";-9,78587661933223;7,84588303451766;14,4073528370737;Inf;Inf
"601";54008;"deficit30";-4,40314206925112;6,0633657533346;43,0170240370473;Inf;Inf
"602";54008;"duration30";-3,2;1;2;11,5;21,2
"603";54008;"count30";-0,7;0;0;0,5;1
"604";54008;"intensity30";1,83851715717299;4,10775816518148;5,6391152311756;Inf;Inf
"605";54029;"deficit30";-17,4726672182969;24,9553021295544;Inf;Inf;Inf
"606";54029;"duration30";-4,2;0;2;7,25;19,65
"607";54029;"count30";-0,55;0;0;0;0,549999999999999
"608";54029;"intensity30";-9,28388690419945;4,01718265946036;Inf;Inf;Inf
"609";54032;"deficit30";-16,0502642036757;11,7348943380899;48,7714701454556;Inf;Inf
"610";54032;"duration30";-3,25;0,75;2,5;11,5;23,3
"611";54032;"count30";-0,65;0;0;0,25;1
"612";54032;"intensity30";-11,0529035067652;5,79039584925067;11,9454944501505;Inf;Inf
"613";54036;"deficit30";-14,5959720835027;-4,81271488394111;66,3642023192118;Inf;Inf
"614";54036;"duration30";-7,6;-2;0;3;25,8
"615";54036;"count30";-1,2;0;0;1;1,6
"616";54036;"intensity30";-5,63323313280907;-0,901732878540483;6,05353703011046;Inf;Inf
"617";54057;"deficit30";-16,3746433916427;16,296689818121;51,7801848296647;Inf;Inf
"618";54057;"duration30";-4;0;2;8;22,6
"619";54057;"count30";0;0;0;0;1
"620";54057;"intensity30";-9,27020267005228;9,63249748022864;15,129019808166;Inf;Inf
"621";55002;"deficit30";-13,2255509766785;12,6555340418879;50,5624791475942;Inf;Inf
"622";55002;"duration30";-3,55;2,5;4;11,5;22,65
"623";55002;"count30";-1,3;0;0;1;1
"624";55002;"intensity30";-8,03689113236853;4,25940087374989;9,22154335132181;Inf;Inf
"625";55003;"deficit30";29,7956839161173;40,3727086607797;79,7297061417503;Inf;Inf
"626";55003;"duration30";0,7;7,25;11,5;22,5;38,85
"627";55003;"count30";0;0;1,5;2;2,65
"628";55003;"intensity30";3,29202103971944;3,76928539203035;6,10675930660206;Inf;Inf
"629";55004;"deficit30";106,346294016017;519,078582406524;Inf;Inf;Inf
"630";55004;"duration30";0;2;12;37,5;71,7
"631";55004;"count30";0;0;0;6;7,3
"632";55004;"intensity30";-32,4898326832376;8,23282802432673;Inf;Inf;Inf
"633";55007;"deficit30";-12,2665690055058;15,4786395374282;47,8125956912559;Inf;Inf
"634";55007;"duration30";-3,6;1;4;9;22
"635";55007;"count30";-1,2;0;0;0;0,6
"636";55007;"intensity30";-9,18589387002205;10,1406438731402;11,2066202833124;Inf;Inf
"637";55023;"deficit30";-58,8490278332936;7,13147205342705;50,6304306526013;Inf;Inf
"638";55023;"duration30";-2,5;0,5;3;7;22
"639";55023;"count30";-0,5;0;0;0;0,5
"640";55023;"intensity30";-55,4426723268372;1,71647853269619;11,9318809890061;Inf;Inf
"641";55029;"deficit30";1,32498174462839;2,31846393706529;39,344339458856;Inf;Inf
"642";55029;"duration30";-1;0;1;12;18,6
"643";55029;"count30";-0,6;0;0;0;0,6
"644";55029;"intensity30";2,51255700766428;5,31092936061004;6,79867418888475;Inf;Inf
"645";56001;"deficit30";-57,0677929000991;16,4623013508987;843,660727768274;Inf;Inf
"646";56001;"duration30";-3,8;0;4;6;20,8
"647";56001;"count30";-0,4;0;0;0;0
"648";56001;"intensity30";-46,3127995082816;5,22820949684511;294,158043539574;Inf;Inf
"649";56019;"deficit30";8,64756416395872;57,0942301397805;100,36149194593;211,538496942956;Inf
"650";56019;"duration30";0;1,5;8;18,5;27,8
"651";56019;"count30";0;0;1;1,25;2,45
"652";56019;"intensity30";-15,6993848492919;-3,25171121835919;5,45483552941566;12,2155162273922;Inf
"653";57004;"deficit30";5,96720312025732;8,19810166504232;42,7903975733386;Inf;Inf
"654";57004;"duration30";0;0,75;1;7;22,25
"655";57004;"count30";-0,65;0;0;0;0,649999999999999
"656";57004;"intensity30";0,17029869189142;4,49830240241991;5,94189517109468;Inf;Inf
"657";58005;"deficit30";-54,1898587552474;11,96950201412;204,000888744368;672,60310946746;Inf
"658";58005;"duration30";-5,75;0;3,5;11,5;23,5
"659";58005;"count30";-0,25;0;0;0,25;1
"660";58005;"intensity30";-36,4213347348942;4,12818267162269;35,6060316642394;101,39067051847;Inf
"661";58012;"deficit30";23,5129075169883;25,0334254060541;65,7782136743015;Inf;Inf
"662";58012;"duration30";0;2,25;9;15,75;31,55
"663";58012;"count30";0;0;0;1,25;2
"664";58012;"intensity30";-0,0746260161070997;3,91375260895495;5,02777831304532;Inf;Inf
"665";59001;"deficit30";4,91559552719071;8,47666452134273;8,54369742554727;43,4839079412586;48,8599173592102
"666";59001;"duration30";0,6;3;3;22;26
"667";59001;"count30";0;0;1;1;1
"668";59001;"intensity30";2,62616123552837;3,18902799371451;3,75271948113126;5,90225994780259;6,0864026744642
"669";60004;"deficit30";-38,078831047884;34,6795490479139;83,1614523953882;Inf;Inf
"670";60004;"duration30";0,5;2;4;12,5;33,5
"671";60004;"count30";0;0;0;1,5;3
"672";60004;"intensity30";-49,8250853858702;3,91250513254906;7,30401671773086;Inf;Inf
"673";60009;"deficit30";4,14041883029642;9,17209906140407;46,2663105295488;Inf;Inf
"674";60009;"duration30";-0,8;1;4;10;25,4
"675";60009;"count30";-0,6;0;0;0;1
"676";60009;"intensity30";3,95348701235786;4,52755832202557;5,93169419835206;Inf;Inf
"677";60010;"deficit30";-10,0016327958738;33,4727131403019;5268,93224630932;Inf;Inf
"678";60010;"duration30";-3,3;1,25;3,5;6,5;24,55
"679";60010;"count30";-0,55;0;0;0;1
"680";60010;"intensity30";-7,78581248855124;12,8093890532894;527,116599857977;Inf;Inf
"681";61001;"deficit30";-1,21660905250226;6,9031653849487;39,1925252279686;Inf;Inf
"682";61001;"duration30";-0,4;1,5;4;12,5;23,8
"683";61001;"count30";-1,7;-0,5;0;1;1,7
"684";61001;"intensity30";-0,997326617952577;-0,176142110507578;6,52816095607946;Inf;Inf
"685";62001;"deficit30";-50,2357104966594;41,3851271339799;172,862950613227;Inf;Inf
"686";62001;"duration30";-3,4;1,5;4,5;14;22,05
"687";62001;"count30";0;0;0;0;1,35
"688";62001;"intensity30";-27,064676235984;10,9739630509464;19,5642873170253;Inf;Inf
"689";62002;"deficit30";20,1983539488874;258,914122510606;434,189489986737;Inf;Inf
"690";62002;"duration30";0,55;2,5;10,5;40;65,25
"691";62002;"count30";0;0;0;5;6
"692";62002;"intensity30";-48,2366067344935;-4,06472182991825;13,378281692395;Inf;Inf
"693";63001;"deficit30";-79,7164856701112;11,4219455935938;95,2562797364452;1640,0883116958;Inf
"694";63001;"duration30";-4,1;-0,5;6;13;21,9
"695";63001;"count30";-0,3;0;0;0;1
"696";63001;"intensity30";-67,4396217335995;0,616715630719959;21,4300417369215;337,511154570632;Inf
"697";63004;"deficit30";-98,0072350744902;69,9430171134301;192,014510130624;23950,552588052;Inf
"698";63004;"duration30";-1,35;1,5;9;17,75;40,1
"699";63004;"count30";0;0;0;1,75;3,35
"700";63004;"intensity30";-86,8477514916352;-0,667238893839176;5,97374119156352;979,783084191348;Inf
"701";64001;"deficit30";-0,578144572023791;53,3273399687806;2753,09057684623;Inf;Inf
"702";64001;"duration30";-1,6;0;3;8;24,6
"703";64001;"count30";-0,4;0;0;0;1,4
"704";64001;"intensity30";-2,94098554521296;5,06693132286935;337,255260819346;Inf;Inf
"705";64002;"deficit30";-33,8902058305233;27,6171706754597;101,89562757692;300,368768128657;951,055100546728
"706";64002;"duration30";-3,15;3,5;10;15,25;24,1
"707";64002;"count30";-1,05;0;0;1;1,1
"708";64002;"intensity30";-53,0790310303109;-12,5680960040796;3,89386304518001;32,7440273902853;83,5897807755666
"709";65001;"deficit30";-7,07839330927967;26,8698740262048;Inf;Inf;Inf
"710";65001;"duration30";-2,75;0;3,5;5,5;22,2
"711";65001;"count30";-0,55;0;0;0;0,549999999999999
"712";65001;"intensity30";-3,30429445366106;4,95672861025633;Inf;Inf;Inf
"713";65006;"deficit30";-7,61826782163829;16,958458606374;51,1172973268148;Inf;Inf
"714";65006;"duration30";-2,5;2,5;6;14;24,5
"715";65006;"count30";-0,7;0;0;1;1,7
"716";65006;"intensity30";-2,76260595532075;-0,688419119094743;9,70122516381189;Inf;Inf
"717";66011;"deficit30";-7,68777367725516;18,8029228185782;55,9253416355126;Inf;Inf
"718";66011;"duration30";-3,25;1,5;4;10,5;24,25
"719";66011;"count30";0;0;0;0,25;1,65
"720";66011;"intensity30";-3,42854585560714;1,77535400397366;6,93561159065846;Inf;Inf
"721";67015;"deficit30";-7,09556945967681;6,37896995885797;25,4458709739962;44,6802769981121;Inf
"722";67015;"duration30";-4,25;1,5;3,5;17,5;25
"723";67015;"count30";-0,75;0;0;0;0,75
"724";67015;"intensity30";-1,93140166417667;3,63833350129569;9,67543655471356;11,3650504762748;Inf
"725";67018;"deficit30";-2,06017490966179;14,7549189301472;55,3706487188336;Inf;Inf
"726";67018;"duration30";-1,2;0;5;10;24,6
"727";67018;"count30";-1;0;0;1;1
"728";67018;"intensity30";-2,3569692127609;5,41356673170064;5,94819750314246;Inf;Inf
"729";68001;"deficit30";-12,184222469366;0,82790904835706;1,28615481726824;33,8078993540874;41,7900724008043
"730";68001;"duration30";-11,2;-4;-3;19;27,8
"731";68001;"count30";-0,8;0;0;0;0,8
"732";68001;"intensity30";0,423572147754091;3,41418740430611;5,98041919502055;7,53552913561395;8,76027127869591
"733";68003;"deficit30";-14,644518256671;0,859042732113252;22,7771296859658;42,0523328185073;Inf
"734";68003;"duration30";-9,25;-3;1;14,75;24,25
"735";68003;"count30";-1;-0,75;0;0,75;1
"736";68003;"intensity30";1,01835262535642;2,30273115392235;4,3846589923242;7,11368309475876;Inf
"737";68005;"deficit30";-11,8328958503797;1,97395916289609;21,3693742682548;46,8834374322367;Inf
"738";68005;"duration30";-8,75;-1,75;0;14,5;25,75
"739";68005;"count30";-1,75;-0,75;0;0,75;1
"740";68005;"intensity30";1,67690080585319;3,14150658019831;6,13144397080222;8,7503523000795;Inf
"741";71006;"deficit30";-23,0832301974097;0,904574597869382;29,0119681912082;44,758846621324;Inf
"742";71006;"duration30";-9,5;-0,25;7;15,75;18,75
"743";71006;"count30";0;0;0;0,75;1
"744";71006;"intensity30";-5,16630432152078;0,753596489919796;4,90486066646339;7,82483059952519;Inf
"745";71009;"deficit30";-13,5232429773085;61,1734534317064;100,669663922627;607,561901999836;Inf
"746";71009;"duration30";-3,75;0;2;14,25;24,1
"747";71009;"count30";-0,55;0;0;0,75;1,55
"748";71009;"intensity30";-5,32558757288168;10,9582251980777;24,9390897333179;262,503923176938;Inf
